index,Category,Organization,Filed,Sub-Docket,Accession,Description,Accession_Num
565,Filed By,"SOUTHERN ENVIRONMENTAL LAW CENTER Southface Energy Institute, Inc. Southern Alliance for Clean Energy , North Carolina Sustainable Energy Association , Energy Alabama , South Carolina Coastal Conservation League ,",08/17/2022,0,20220817-5175 Go to Doc InfoGo to File List,Comments of Southeast Public Interest Groups under RM21-17.,20220817-5175
566,Filed By,Industrial Customer Organizations,08/17/2022,0,20220817-5177 Go to Doc InfoGo to File List,Joint Comments of the Industrial Customer Organizations under RM21-17.,20220817-5177
567,Filed By,Harvard Electricity Law Initiative,08/17/2022,0,20220817-5179 Go to Doc InfoGo to File List,Comments of the Harvard Electricity Law Initiative under RM21-17.,20220817-5179
568,Filed By,Transmission Access Policy Study Group,08/17/2022,0,20220817-5183 Go to Doc InfoGo to File List,Initial Comments of Transmission Access Policy Study Group under RM21-17.,20220817-5183
569,Filed By,"Southern Company Services, Inc.",08/17/2022,0,20220817-5147 Go to Doc InfoGo to File List,"Initial Comments of Southern Company Services, Inc. under RM21-17.",20220817-5147
570,Filed By,Office of the Attorney General of Virginia,08/17/2022,0,20220817-5160 Go to Doc InfoGo to File List,"Comments of the Virginia Office of the Attorney General, Division of Consumer Counsel under RM21-17.",20220817-5160
571,Filed By,Mississippi Public Service Commission,08/17/2022,0,20220817-5180 Go to Doc InfoGo to File List,Comments of the Mississippi Public Service Commission under RM21-17.,20220817-5180
572,Filed By,Orsted North America Inc.,08/17/2022,0,20220817-5191 Go to Doc InfoGo to File List,Comments of Orsted North America Inc. under RM21-17.,20220817-5191
573,Filed By,Duquesne Light Company,08/17/2022,0,20220817-5149 Go to Doc InfoGo to File List,Comments of Duquesne Light Company under RM21-17.,20220817-5149
574,Filed By,ISO/RTO Council (IRC),08/17/2022,0,20220817-5150 Go to Doc InfoGo to File List,Initial Comments of the ISO/RTO Council under RM21-17.,20220817-5150
575,Filed By,Conservation Law Foundation Acadia Center,08/17/2022,0,20220817-5151 Go to Doc InfoGo to File List,Comments of Acadia Center and Conservation Law Foundation under RM21-17.,20220817-5151
576,Filed By,Exelon Corporation,08/17/2022,0,20220817-5152 Go to Doc InfoGo to File List,Comments of Exelon Corporation under RM21-17.,20220817-5152
577,Filed By,Illinois Commerce Commission,08/17/2022,0,20220817-5153 Go to Doc InfoGo to File List,Comments of the Illinois Commerce Commission under RM21-17.,20220817-5153
578,Filed By,San Diego Gas & Electric Company,08/17/2022,0,20220817-5156 Go to Doc InfoGo to File List,Comments of San Diego Gas & Electric Company under RM21-17.,20220817-5156
579,Filed By,Electric Power Supply Association,08/17/2022,0,20220817-5157 Go to Doc InfoGo to File List,Comments of Electric Power Supply Association under RM21-17.,20220817-5157
581,Filed By,Southern California Edison Company,08/17/2022,0,20220817-5193 Go to Doc InfoGo to File List,Comments of Southern California Edison Company on Notice of Proposed Rulemaking Regarding Transmission Planning under RM21-17.,20220817-5193
582,Filed By,Vermont Public Utility Commission,08/17/2022,0,20220817-5011 Go to Doc InfoGo to File List,Comments of Vermont Public Utility Commission and Vermont Department of Public Service under RM21-17.,20220817-5011
583,Filed By,U.S. Department of Energy,08/17/2022,0,20220817-5010 Go to Doc InfoGo to File List,Comments of United States Department of Energy under RM21-17.,20220817-5010
584,Filed By,"BELMONT MUNICIPAL LIGHT DEPARTMENT Block Island Utility District Braintree Electric Light Department , Georgetown Municipal Light Department , HINGHAM MUNICIPAL LIGHTING PLANT , Littleton Electric Light & Water Department , Middleborough Gas & Electric Department , Middleton Electric Light Department , North Attleborough Electric Department , Norwood Light & Broadband Department , Pascoag Utility District , Reading Municipal Light Department , Stowe Electric Department , Taunton Municipal Lighting Plant , Wallingford Electric Division , Westfield Gas & Electric Light Department ,",08/17/2022,0,20220817-5012 Go to Doc InfoGo to File List,Motion to Intervene and Initial Rulemaking Comments of the New England Consumer-Owned Systems under RM21-17.,20220817-5012
585,Filed By,WIRES,08/17/2022,0,20220817-5015 Go to Doc InfoGo to File List,Comments of WIRES under RM21-17.,20220817-5015
586,Filed By,Xcel Energy Services Inc.,08/17/2022,0,20220817-5019 Go to Doc InfoGo to File List,Comments of Xcel Energy Services Inc. under RM21-17.,20220817-5019
587,Filed By,Western Resource Advocates,08/17/2022,0,20220817-5021 Go to Doc InfoGo to File List,Comments of Western Public Interest Organizations under RM21-17.,20220817-5021
588,Filed By,"Anbaric Development Partners, LLC",08/17/2022,0,20220817-5024 Go to Doc InfoGo to File List,"Initial Comments of Anbaric Development Partners, LLC under RM21-17.",20220817-5024
589,Filed By,WATT Coalition,08/17/2022,0,20220817-5027 Go to Doc InfoGo to File List,Comments of WATT Coalition under RM21-17.,20220817-5027
590,Filed By,Renewable Northwest,08/17/2022,0,20220817-5001 Go to Doc InfoGo to File List,Comments of Renewable Northwest under RM21-17.,20220817-5001
591,Filed By,SWPG,08/17/2022,0,20220817-5020 Go to Doc InfoGo to File List,Comments of Southwestern Power Group under RM21-17.,20220817-5020
592,Filed By,Maine Office of the Public Advocate,08/17/2022,0,20220817-5028 Go to Doc InfoGo to File List,Comments of Maine Office of the Public Advocate under RM21-17.,20220817-5028
593,Filed By,"Southwest Power Pool, Inc.",08/17/2022,0,20220817-5141 Go to Doc InfoGo to File List,"Comments of Southwest Power Pool, Inc. under RM21-17.",20220817-5141
594,Filed By,CITIZENS ENERGY CORPORATION,08/17/2022,0,20220817-5142 Go to Doc InfoGo to File List,Initial Comments of Citizens Energy Corporation under RM21-17.,20220817-5142
595,Filed By,"Ameren Service Company, as agent for Union Electric Company",08/17/2022,0,20220817-5199 Go to Doc InfoGo to File List,Initial Comments of Ameren Services Company under RM21-17.,20220817-5199
596,Filed By,NIPPC,08/17/2022,0,20220817-5201 Go to Doc InfoGo to File List,Comments of Northwest & Intermountain Power Producers Coalition under RM21-17.,20220817-5201
597,Filed By,Amazon Energy LLC,08/17/2022,0,20220817-5206 Go to Doc InfoGo to File List,Initial Comments of Amazon Energy LLC under RM21-17.,20220817-5206
598,Filed By,Advanced Energy Economy,08/17/2022,0,20220817-5213 Go to Doc InfoGo to File List,Comments of Advanced Energy Economy under RM21-17.,20220817-5213
599,Filed By,American Public Power Association,08/17/2022,0,20220817-5214 Go to Doc InfoGo to File List,Initial Comments of the American Public Power Association under RM21-17.,20220817-5214
600,Filed By,American Electric Power Service Corporation,08/17/2022,0,20220817-5224 Go to Doc InfoGo to File List,Initial Comments of American Electric Power Service Corporation under RM21-17.,20220817-5224
601,Filed By,American Chemistry Council,08/18/2022,0,20220818-5005 Go to Doc InfoGo to File List,Comments of American Chemistry Council under RM21-17.,20220818-5005
602,Filed By,Kansas Corporation Commission,08/18/2022,0,20220818-5008 Go to Doc InfoGo to File List,Initial Comments of Kansas Corporation Commission Chairman Dwight Keen under RM21-17.,20220818-5008
603,Filed By,WE ACT for Environmental Justice,08/18/2022,0,20220818-5001 Go to Doc InfoGo to File List,Comments of We Act for Environmental Justice under RM21-17.,20220818-5001
604,Filed By,California Energy Commission,08/18/2022,0,20220818-5004 Go to Doc InfoGo to File List,Comments of the California Energy Commission under RM21-17.,20220818-5004
605,Filed By,Grid United LLC,08/18/2022,0,20220818-5012 Go to Doc InfoGo to File List,Comments of Grid United LLC under RM21-17.,20220818-5012
606,Filed By,"Monitoring Analytics, LLC",08/18/2022,0,20220818-5017 Go to Doc InfoGo to File List,Comments of the Independent Market Monitor for PJM under RM21-17.,20220818-5017
607,Filed By,Prysmian Group,08/18/2022,0,20220818-5018 Go to Doc InfoGo to File List,Comment of Prysmian Group under RM21-17.,20220818-5018
608,Filed By,"QCoefficient, Inc.",08/18/2022,0,20220818-5010 Go to Doc InfoGo to File List,"Initial Comments of QCoefficient, Inc. Buildings as Batteries under RM21-17.",20220818-5010
609,Filed By,Individual No Affiliation,08/18/2022,0,20220818-5014 Go to Doc InfoGo to File List,Comments of Wisconsin State Senator Robert L Cowles under RM21-17.,20220818-5014
610,Filed By,Idaho Power Company,08/18/2022,0,20220818-5016 Go to Doc InfoGo to File List,Comment of Idaho Power Company under RM21-17.,20220818-5016
611,Filed By,MEMBER OF CONGRESS US SENATOR,08/18/2022,0,20220818-4000 Go to Doc InfoGo to File List,Comments of Congress of the United States re Transmission Planning to Lower Costs and Improve Grid Reliability under RM21-17.,20220818-4000
612,Filed By,Georgia Public Service Commission,08/18/2022,0,20220818-5036 Go to Doc InfoGo to File List,Comments of Georgia Public Service Commission under RM21-17.,20220818-5036
613,Filed By,Evergreen Action,08/18/2022,0,20220818-5026 Go to Doc InfoGo to File List,"Comments of 4,440 people collected by Evergreen Action under RM21-17.",20220818-5026
614,Filed By,Kansas Corporation Commission,08/23/2022,0,20220823-5094 Go to Doc InfoGo to File List,Initial Comments of the Kansas Corporation Commission under RM21-17.,20220823-5094
616,Filed By,MISO Transmission Owners,09/06/2022,0,20220906-5110 Go to Doc InfoGo to File List,"MISO Transmission Owners submits revision to initial comments dated August 17, 2022 under RM21-17.",20220906-5110
619,Filed By,"Institute for Policy Integrity, New York University School o",09/19/2022,0,20220919-5116 Go to Doc InfoGo to File List,Reply Comments of the Institute for Policy Integrity at New York University School of Law under RM21-17.,20220919-5116
620,Filed By,WIRES,09/19/2022,0,20220919-5143 Go to Doc InfoGo to File List,Comments of WIRES under RM21-17.,20220919-5143
621,Filed By,ENGIE North America Inc.,09/19/2022,0,20220919-5144 Go to Doc InfoGo to File List,Comments of ENGIE North America Inc. under RM21-17.,20220919-5144
622,Filed By,The ITM Coalition,09/19/2022,0,20220919-5145 Go to Doc InfoGo to File List,Reply Comments of The ITM Coalition under RM21-17.,20220919-5145
623,Filed By,"NextEra Energy, Inc.",09/19/2022,0,20220919-5147 Go to Doc InfoGo to File List,"Reply Comments of NextEra Energy, Inc. under RM21-17.",20220919-5147
624,Filed By,"PJM Interconnection, L.L.C.",09/19/2022,0,20220919-5148 Go to Doc InfoGo to File List,"Reply Comments of PJM Interconnection, L.L.C. under RM21-17.",20220919-5148
625,Filed By,Industrial Customer Organizations,09/19/2022,0,20220919-5155 Go to Doc InfoGo to File List,Reply Comments of The Industrial Customer Organizations under RM21-17.,20220919-5155
626,Filed By,"NATURAL RESOURCES DEFENSE COUNCIL Sustainable FERC Project Sierra Club , Southface Institute , Environmental Defense Fund , Acadia Center , SOUTHERN ENVIRONMENTAL LAW CENTER , Conservation Law Foundation , NW Energy Coalition , Western Resources Advocates ,",09/19/2022,0,20220919-5156 Go to Doc InfoGo to File List,Reply Comments of Public Interest Organizations under RM21-17.,20220919-5156
627,Filed By,"American Clean Power Association Alliance for Clean Energy New York Clean Grid Alliance , Mid-Atlantic Renewable Energy Coalition ,",09/19/2022,0,20220919-5179 Go to Doc InfoGo to File List,"Reply Comments of the American Clean Power Association, et al. on Notice of Proposed Rulemaking under EM21-17.",20220919-5179
628,Filed By,"American Public Power Association Electricity Consumers Resource Council Large Public Power Council , DC OFFICE OF PEOPLES COUNSEL , THE DIVISION OF THE PUBLIC ADVOCATE FOR THE STATE OF DELAWAR , SOLAR ENERGY INDUSTRIES ASSOCIATION ,",09/19/2022,0,20220919-5180 Go to Doc InfoGo to File List,"Joint Reply Comment of American Public Power Association, et. al. under RM21-17.",20220919-5180
629,Filed By,"Invenergy Solar Development North America LLC Invenergy Thermal Development LLC Invenergy Wind Development North America LLC , Invenergy Transmission LLC ,",09/19/2022,0,20220919-5164 Go to Doc InfoGo to File List,"Reply Comments of Invenergy Solar Development North America LLC, et. al. under RM21-17.",20220919-5164
630,Filed By,"LS Power Grid, LLC",09/19/2022,0,20220919-5170 Go to Doc InfoGo to File List,"Limited Supplemental Reply Comments of LS Power Grid, LLC to Comments of PJM Interconnection, L.L.C. under RM21-17.",20220919-5170
631,Filed By,Edison Electric Institute,09/19/2022,0,20220919-5177 Go to Doc InfoGo to File List,Reply Comments of the Edison Electric Institute under RM21-17.,20220919-5177
632,Filed By,Environmental Law and Policy Center,09/19/2022,0,20220919-5182 Go to Doc InfoGo to File List,Reply Comments of the Conservation and Renewable Energy (CARE) Coalition under RM21-17.,20220919-5182
633,Filed By,WATT Coalition,09/19/2022,0,20220919-5184 Go to Doc InfoGo to File List,Reply comments of WATT Coalition under RM21-17.,20220919-5184
634,Filed By,Americans for a Clean Energy Grid,09/19/2022,0,20220919-5185 Go to Doc InfoGo to File List,Reply Comments of Americans for a Clean Energy Grid under RM21-17.,20220919-5185
635,Filed By,"Entergy Services, LLC Entergy Arkansas, LLC Entergy Louisiana, LLC , Entergy Mississippi, LLC , Entergy New Orleans, LLC , Entergy Texas, Inc. ,",09/19/2022,0,20220919-5193 Go to Doc InfoGo to File List,"Limited Reply Comments of Entergy Services, LLC, et. al. under RM21-17.",20220919-5193
636,Filed By,Office of the Attorney General of Virginia,09/19/2022,0,20220919-5194 Go to Doc InfoGo to File List,"Reply Comments of Virginia Office of the Attorney General, Division of Consumer Counsel under RM21-17.",20220919-5194
637,Filed By,California Independent System Operator Corporation,09/19/2022,0,20220919-5195 Go to Doc InfoGo to File List,Reply Comments of California Independent System Operator Corporation under RM21-17.,20220919-5195
638,Filed By,American Council on Renewable Energy,09/19/2022,0,20220919-5197 Go to Doc InfoGo to File List,Reply Comments of the American Council on Renewable Energy under RM21-17.,20220919-5197
639,Filed By,State Water Contractors,09/19/2022,0,20220919-5165 Go to Doc InfoGo to File List,Comments of the State Water Contractors under RM21-17.,20220919-5165
640,Filed By,Office of Ohio Consumers' Counsel,09/19/2022,0,20220919-5168 Go to Doc InfoGo to File List,Reply Comments of the Office of Ohio Consumer Counsel under RM21-17.,20220919-5168
641,Filed By,"New York Transco, LLC",09/19/2022,0,20220919-5171 Go to Doc InfoGo to File List,"Reply Comments of New York Transco, LLC under RM21-17.",20220919-5171
642,Filed By,"Dominion Energy Services, Inc.",09/19/2022,0,20220919-5173 Go to Doc InfoGo to File List,"Comments of Dominion Energy Services, Inc. under RM21-17.",20220919-5173
643,Filed By,NAACP Grand Rapids,09/19/2022,0,20220919-5178 Go to Doc InfoGo to File List,Joint Comments of Greater Grand Rapids Chapter of the National Association for the Advancement of Colored People under RM21-17.,20220919-5178
644,Filed By,"Alliant Energy Corporate Services, Inc. DTE Electric Company Consumers Energy Company ,",09/19/2022,0,20220919-5181 Go to Doc InfoGo to File List,"Reply Comments of Alliant Energy Corporate Services, Inc., Consumers Energy Company, and DTE Electric Company under RM21-17.",20220919-5181
645,Filed By,Attorney General of Texas,09/19/2022,0,20220919-5188 Go to Doc InfoGo to File List,Motion to Intervene and Comments in Opposition of the State of Texas & Utah et al. under RM21-17.,20220919-5188
646,Filed By,Electricity Transmission Competition Coalition,09/19/2022,0,20220919-5189 Go to Doc InfoGo to File List,Reply Comments of the Electricity Transmission Competition Coalition under RM21-17.,20220919-5189
647,Filed By,CPUC,09/19/2022,0,20220919-5190 Go to Doc InfoGo to File List,Reply Comments of The California Public Utilities Commission under RM21-17.,20220919-5190
648,Filed By,"Exelon Corporation Ameren Services Company Eversource Energy , ITC Holdings Corp. , National Grid USA , Public Service Electric & Gas Company , Xcel Energy Inc. ,",09/19/2022,0,20220919-5191 Go to Doc InfoGo to File List,Reply Comments of Developers Advocating Transmission Advancements under RM21-17.,20220919-5191
649,Filed By,"LS Power Grid, LLC",09/19/2022,0,20220919-5196 Go to Doc InfoGo to File List,"Partial Reply Comments of LS Power Grid, LLC under RM21-17.",20220919-5196
650,Filed By,"Transource Energy, LLC",09/19/2022,0,20220919-5199 Go to Doc InfoGo to File List,"Reply Comments of Transource Energy, LLC under RM21-17.",20220919-5199
651,Filed By,Office of the People’s Counsel for the District of Columbia Maryland Office of People’s Counsel,09/19/2022,0,20220919-5203 Go to Doc InfoGo to File List,Reply Comments of the Office of the People’s Counsel for the District of Columbia and the Maryland Office of People’s Counsel under RM21-17.,20220919-5203
652,Filed By,R Street Institute,09/19/2022,0,20220919-5206 Go to Doc InfoGo to File List,Reply Comments of R Street Institute under RM21-17.,20220919-5206
653,Filed By,Maryland Energy Administration,09/19/2022,0,20220919-5205 Go to Doc InfoGo to File List,Comments of Maryland Energy Administration under RM21-17.,20220919-5205
654,Filed By,MISO Transmission Owners,09/19/2022,0,20220919-5210 Go to Doc InfoGo to File List,Reply Comments of MISO Transmission Owners under RM21-17.,20220919-5210
655,Filed By,"Portland General Electric Company Arizona Public Service Company Avista Corporation ,",09/19/2022,0,20220919-5215 Go to Doc InfoGo to File List,"Joint reply Comments of Arizona Public Service Company, Avista, and Portland General Electric Company under RM21-17.",20220919-5215
656,Filed By,"Midcontinent Independent System Operator, Inc.",09/19/2022,0,20220919-5217 Go to Doc InfoGo to File List,"Reply Comments of the Midcontinent Independent System Operator, Inc. under RM21-17.",20220919-5217
657,Filed By,"Cypress Creek Renewables, LLC",09/19/2022,0,20220919-5219 Go to Doc InfoGo to File List,"Reply Comments of Cypress Creek Renewables, LLC under RM21-17.",20220919-5219
658,Filed By,"Kansas Industrial Consumers Group, Inc. and Kansans for Lowe",09/19/2022,0,20220919-5037 Go to Doc InfoGo to File List,"Comments of Kansas Industrial Consumers Group, Inc. and Kansans for Lower Electric Rates, Inc. under RM21-17.",20220919-5037
659,Filed By,Michigan Attorney General,09/19/2022,0,20220919-5025 Go to Doc InfoGo to File List,Reply Comments of Michigan Attorney General and Citizens Utility Board of Michigan under RM21-17.,20220919-5025
660,Filed By,"Shell Energy North America (U.S.), L.P.",09/19/2022,0,20220919-5020 Go to Doc InfoGo to File List,"Reply Comment of Shell Energy North America (U.S.), L.P. Shell New Energies US, LLC and Savion, LLC under RM21-17.",20220919-5020
661,Filed By,UNION OF CONCERNED SCIENTISTS,09/19/2022,0,20220919-5047 Go to Doc InfoGo to File List,Comments of Union of Concerned Scientists under RM21-17.,20220919-5047
662,Filed By,"Organization of PJM States, Inc.",09/19/2022,0,20220919-5048 Go to Doc InfoGo to File List,"Reply Comments of Organization of PJM States, Inc. under RM21-17.",20220919-5048
663,Filed By,"International Transmission Company, et al.",09/19/2022,0,20220919-5160 Go to Doc InfoGo to File List,"Reply Comments of International Transmission Company, et al. under RM21-17.",20220919-5160
664,Filed By,New England States Committee on Electricity,09/19/2022,0,20220919-5052 Go to Doc InfoGo to File List,Reply Comments of New England States Committee on Electricity under RM21-17.,20220919-5052
665,Filed By,Citizens Energy Corporation,09/19/2022,0,20220919-5053 Go to Doc InfoGo to File List,Reply Comments of Citizens Energy Corporation under RM21-17.,20220919-5053
666,Filed By,American Transmission Company LLC,09/19/2022,0,20220919-5057 Go to Doc InfoGo to File List,Comments of American Transmission Company LLC under RM21-17.,20220919-5057
667,Filed By,"SOUTHERN ENVIRONMENTAL LAW CENTER Coastal Conservation League Energy Alabama , Southface Energy Institute, Inc. , Southern Alliance for Clean Energy , North Carolina Sustainable Energy Association ,",09/19/2022,0,20220919-5067 Go to Doc InfoGo to File List,Reply Comments of Southeast Public Interest Groups under RM21-17.,20220919-5067
668,Filed By,Solar Energy Industries Association,09/19/2022,0,20220919-5070 Go to Doc InfoGo to File List,Reply Comments of Solar Energy Industries Association under RM21-17.,20220919-5070
669,Filed By,Pattern Energy Group LP,09/19/2022,0,20220919-5075 Go to Doc InfoGo to File List,Reply Comments of Pattern Energy Group LP under RM21-17.,20220919-5075
670,Filed By,Mississippi Public Service Commission,09/19/2022,0,20220919-5080 Go to Doc InfoGo to File List,Reply Comments of the Mississippi Public Service Commission under RM21-17.,20220919-5080
671,Filed By,Connecticut Department of Energy and Environmental Protectio,09/19/2022,0,20220919-5084 Go to Doc InfoGo to File List,Comments of Connecticut Department of Energy and Environmental Protection under RM21-17.,20220919-5084
672,Filed By,"American Municipal Power, Inc.",09/19/2022,0,20220919-5198 Go to Doc InfoGo to File List,"Reply Comments of American Municipal Power, Inc. under RM21-17.",20220919-5198
673,Filed By,Transmission Access Policy Study Group,09/19/2022,0,20220919-5104 Go to Doc InfoGo to File List,Reply Comments of Transmission Access Policy Study Group under RM21-17.,20220919-5104
674,Filed By,Utah Division of Public Utilities,09/19/2022,0,20220919-5105 Go to Doc InfoGo to File List,Reply Comments of Utah Division of Public Utilities under RM21-17.,20220919-5105
675,Filed By,Massachusetts Attorney General Maura Healey,09/19/2022,0,20220919-5106 Go to Doc InfoGo to File List,Reply Comments of Massachusetts Attorney General Maura Healey under RM21-17.,20220919-5106
676,Filed By,"City of New York, New York",09/19/2022,0,20220919-5107 Go to Doc InfoGo to File List,Reply Comments of the City of New York under RM21-17.,20220919-5107
677,Filed By,American Public Power Association,09/19/2022,0,20220919-5157 Go to Doc InfoGo to File List,Reply Comments of the American Public Power Association under RM21-17.,20220919-5157
678,Filed By,"Anbaric Development Partners, LLC",09/19/2022,0,20220919-5113 Go to Doc InfoGo to File List,"Reply Comments of Anbaric Development Partners, LLC under RM21-17.",20220919-5113
679,Filed By,Transmission Dependent Utility Systems,09/19/2022,0,20220919-5071 Go to Doc InfoGo to File List,Reply Comments of Transmission Dependent Utility Systems under RM21-17.,20220919-5071
680,Filed By,Pacific Gas & Electric Company,09/19/2022,0,20220919-5074 Go to Doc InfoGo to File List,Pacific Gas & Electric Company's Reply Comments on Notice of Proposed Rulemaking under RM21-17.,20220919-5074
681,Filed By,Clean Energy Buyers Association,09/19/2022,0,20220919-5078 Go to Doc InfoGo to File List,Reply Comments of the Clean Energy Buyers Association under RM21-17.,20220919-5078
682,Filed By,Louisiana Public Service Commission,09/19/2022,0,20220919-5076 Go to Doc InfoGo to File List,Reply Comments of Louisiana Public Service Commission under RM21-17.,20220919-5076
683,Filed By,Individual No Affiliation,09/19/2022,0,20220919-5102 Go to Doc InfoGo to File List,Reply Comments of Kentucky Public Service Commission Chairman and Commissioner Kent A. Chandler under RM21-17.,20220919-5102
684,Filed By,National Rural Electric Cooperative Association,09/19/2022,0,20220919-5103 Go to Doc InfoGo to File List,Reply Comments of the National Rural Electric Cooperative Association under RM21-17.,20220919-5103
685,Filed By,"Southern Company Services, Inc. Associated Electric Cooperative, Inc. Dalton Utilities , Duke Energy Carolinas, LLC and Duke Energy Progress, LLC , Georgia Transmission Corporation , Louisville Gas and Electric Company , Kentucky Utilities Company , Municipal Electric Authority of Georgia , PowerSouth Energy Cooperative , Tennessee Valley Authority ,",09/19/2022,0,20220919-5118 Go to Doc InfoGo to File List,Southeastern Regional Transmission Planning Process Sponsors' Reply Comments under RM21-17.,20220919-5118
686,Filed By,"Ameren Service Company, as agent for Union Electric Company",09/19/2022,0,20220919-5130 Go to Doc InfoGo to File List,Reply Comments of Ameren Services Company under RM21-17.,20220919-5130
687,Filed By,"Avangrid, Inc.",09/19/2022,0,20220919-5137 Go to Doc InfoGo to File List,"Reply Comments of Avangrid, Inc. under RM21-17.",20220919-5137
688,Filed By,Advanced Energy Economy,09/19/2022,0,20220919-5138 Go to Doc InfoGo to File List,Reply Comments of Advanced Energy Economy under RM21-17.,20220919-5138
689,Filed By,"Americans for Fair Energy Prices, Inc.",09/19/2022,0,20220919-5140 Go to Doc InfoGo to File List,"Reply Comments of Americans for Fair Energy Prices, Inc. under RM21-17.",20220919-5140
690,Filed By,New Jersey Board of Public Utilities,09/19/2022,0,20220919-5141 Go to Doc InfoGo to File List,Comments of New Jersey Board of Public Utilities under RM21-17.,20220919-5141
691,Filed By,Large Public Power Council,09/19/2022,0,20220919-5142 Go to Doc InfoGo to File List,Reply Comments of The Large Public Power Council under RM21-17.,20220919-5142
692,Filed By,Industrial Customer Organizations,09/19/2022,0,20220919-5146 Go to Doc InfoGo to File List,Reply Comments of The Electricity Transmission Competition Coalition under RM21-17.,20220919-5146
693,Filed By,American Electric Power Service Corporation,09/19/2022,0,20220919-5153 Go to Doc InfoGo to File List,Reply Comments of American Electric Power Service Corporation under RM21-17.,20220919-5153
694,Filed By,Individual No Affiliation,09/19/2022,0,20220919-5127 Go to Doc InfoGo to File List,Comments of Wisconsin State Senator Julian Bradley and Representative David Steffen under RM21-17.,20220919-5127
695,Filed By,"BELMONT MUNICIPAL LIGHT DEPARTMENT Block Island Utility District Braintree Electric Light Department , CHICOPEE ELECTRIC LIGHT DEPARTMENT , Georgetown Municipal Light Department , HINGHAM MUNICIPAL LIGHTING PLANT , Littleton Electric Light & Water Department , Middleborough Gas & Electric Department , Middleton Electric Light Department , North Attleborough Electric Department , Norwood Light & Broadband Department , Pascoag Utility District , Reading Municipal Light Department , Stowe Electric Department , Taunton Municipal Lighting Plant , Wallingford Electric Division , Westfield Gas & Electric Light Department ,",09/19/2022,0,20220919-5128 Go to Doc InfoGo to File List,"Reply Comments of Belmont Municipal Light Department, et. al. under RM21-17.",20220919-5128
696,Filed By,Resale Power Group of Iowa,09/19/2022,0,20220919-5129 Go to Doc InfoGo to File List,Reply Comments of the Resale Power Group of Iowa under RM21-17.,20220919-5129
697,Filed By,Interwest Energy Alliance,09/19/2022,0,20220919-5131 Go to Doc InfoGo to File List,Reply Comments of Interwest Energy Alliance under RM21-17.,20220919-5131
698,Filed By,PPL Electric Utilities Corporation on behalf of the Indicate,09/19/2022,0,20220919-5132 Go to Doc InfoGo to File List,Reply Comments of the Indicated PJM Transmission Owners under RM21-17.,20220919-5132
699,Filed By,Southern Renewable Energy Association,09/19/2022,0,20220919-5133 Go to Doc InfoGo to File List,Comments of the Southern Renewable Energy Association under RM21-17.,20220919-5133
700,Filed By,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",09/19/2022,0,20220919-5134 Go to Doc InfoGo to File List,"Reply Comments of Hannon Armstrong Sustainable Infrastructure Capital, Inc. under RM21-17.",20220919-5134
701,Filed By,Xcel Energy Services Inc.,09/19/2022,0,20220919-5135 Go to Doc InfoGo to File List,Reply Comments of Xcel Energy Services Inc. under RM21-17.,20220919-5135
702,Filed By,"Southern Company Services, Inc.",09/19/2022,0,20220919-5136 Go to Doc InfoGo to File List,"Reply Comments of Southern Company Services, Inc. under RM21-17.",20220919-5136
703,Filed By,ISO New England Inc.,09/19/2022,0,20220919-5139 Go to Doc InfoGo to File List,Reply Comments of ISO New England Inc. under RM21-17.,20220919-5139
704,Filed By,Eversource Energy Service Company,09/19/2022,0,20220919-5097 Go to Doc InfoGo to File List,Reply Comments of Eversource Energy Service Company under RM21-17.,20220919-5097
705,Filed By,California Municipal Utilities Association,09/19/2022,0,20220919-5220 Go to Doc InfoGo to File List,Reply Comments of the California Municipal Utilities Association under RM21-17.,20220919-5220
706,Filed By,Fervo Energy Company,09/20/2022,0,20220920-5003 Go to Doc InfoGo to File List,Reply Comments of Fervo Energy Company under RM21-17.,20220920-5003
707,Filed By,VEIR Inc.,09/20/2022,0,20220920-5004 Go to Doc InfoGo to File List,Reply Comments of VEIR Inc. under RM21-17.,20220920-5004
708,Filed By,"LS Power Grid, LLC",09/20/2022,0,20220920-5016 Go to Doc InfoGo to File List,"LS Power Grid, LLC submits Errata to Partial Reply Comments under RM21-17.",20220920-5016
709,Filed By,U.S. Department of Energy,09/20/2022,0,20220920-5119 Go to Doc InfoGo to File List,Supplement to Comments of United States Department of Energy to Notice of Proposed Rulemaking under RM21-17.,20220920-5119
714,Filed By,Public Service Commission of West Virginia,10/17/2022,0,20221017-5016 Go to Doc InfoGo to File List,Comments of Public Service Commission of West Virginia re the Long-Term Regional Transmission Planning Rules under RM21-17.,20221017-5016
716,Filed By,UNITED STATES SENATOR,10/21/2022,0,20221021-4003 Go to Doc InfoGo to File List,Comments of United States Senator Martin Heinrich et al under RM21-17.,20221021-4003
718,Filed By,MEMBER OF CONGRESS,11/21/2022,0,20221121-4002 Go to Doc InfoGo to File List,"Comments of Congress Member Jared Huffman et al re Transmission Notice of Proposed Rulemaking Addressing Planning, Cost Allocation under RM21-17.",20221121-4002
