Category,Organization,Filed,Sub-Docket,Accession,Description
Issued By,"COMMISSIONERS & IMMEDIATE STAFF (THE COMMISSION) SECRETARY OF THE COMMISSION, FERC",09/06/2012,0,20120906-3053 Go to Doc InfoGo to File List,"Letter order granting Southern Company Services, Inc's 8/17/12 filing of a joint motion requesting a 120-day extension of time, to February 8, 2013, to submit filings to comply with the requirements of Order Nos. 1000 and 1000-A under RM10-23."
Issued By,"SECRETARY OF THE COMMISSION, FERC",09/19/2012,0,20120919-3012 Go to Doc InfoGo to File List,Notice of filing procedures for Order No 100 electronic compliance filings re Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.
Filed By,Alcoa Power Generating Inc.,09/20/2012,0,20120920-5099 Go to Doc InfoGo to File List,Motion for Extension of Time and Request for Expedited Treatment of Alcoa Power Generating Inc. under RM10-23-000.
Issued By,"SECRETARY OF THE COMMISSION, FERC",09/21/2012,0,20120921-3032 Go to Doc InfoGo to File List,Notice shortening comment period re Transmission Planning and Cost Allocation by Transmission Owning And Operating Public Utilities under RM10-23.
Filed By,Imperial Irrigation District,09/26/2012,0,20120926-5118 Go to Doc InfoGo to File List,"Request to Update Information of Imperial Irrigation District under ER06-615, et. al.."
Filed By,Pacific Gas and Electric Company,09/27/2012,0,20120927-5210 Go to Doc InfoGo to File List,"Pacific Gas and Electric Company submits Order No. 1000 Compliance Filing under ER12-2709, et al."
Issued By,"SECRETARY OF THE COMMISSION, FERC",10/01/2012,0,20121001-3043 Go to Doc InfoGo to File List,Notice shortening comment period re Transmission Planning and Cost Allocation by Transmission Owning And Operating Public Utilities under RM10-23.
Issued By,"SECRETARY OF THE COMMISSION, FERC",10/01/2012,0,20121001-3025 Go to Doc InfoGo to File List,Notice of extension of time re Transmission Planning and Cost Allocation by Transmission Owning And Operating Public Utilities under RM10-23.
Filed By,New England Transmission Owners ISO New England Inc.,10/01/2012,0,20121001-5292 Go to Doc InfoGo to File List,"Motion of New England Transmission Owners and ISO New England, Inc. for Short Extension of Time to Submit Compliance Filing and for Shortened Answering Period under RM10-23."
Filed By,"The Midwest Independent Transmission System Operator, Inc",10/03/2012,0,20121003-5103 Go to Doc InfoGo to File List,"Motion of The Midwest Independent Transmission System Operator, Inc for brief extension of time to submit compliance filing and for shortened answering period and expedited commission action under RM10-23-000, et. al.."
Filed By,"The Midwest Independent Transmission System Operator, Inc",10/03/2012,1,20121003-5103 Go to Doc InfoGo to File List,"Motion of The Midwest Independent Transmission System Operator, Inc for brief extension of time to submit compliance filing and for shortened answering period and expedited commission action under RM10-23-000, et. al.."
Filed By,"The Midwest Independent Transmission System Operator, Inc",10/03/2012,2,20121003-5103 Go to Doc InfoGo to File List,"Motion of The Midwest Independent Transmission System Operator, Inc for brief extension of time to submit compliance filing and for shortened answering period and expedited commission action under RM10-23-000, et. al.."
Filed By,"The Midwest Independent Transmission System Operator, Inc",10/03/2012,3,20121003-5103 Go to Doc InfoGo to File List,"Motion of The Midwest Independent Transmission System Operator, Inc for brief extension of time to submit compliance filing and for shortened answering period and expedited commission action under RM10-23-000, et. al.."
Filed By,"The Midwest Independent Transmission System Operator, Inc",10/03/2012,4,20121003-5103 Go to Doc InfoGo to File List,"Motion of The Midwest Independent Transmission System Operator, Inc for brief extension of time to submit compliance filing and for shortened answering period and expedited commission action under RM10-23-000, et. al.."
Issued By,"SECRETARY OF THE COMMISSION, FERC",10/03/2012,0,20121003-3038 Go to Doc InfoGo to File List,Notice shortening answer period re Transmission Planning and Cost Allocation by Transmission Owning And Operating Public Utilities under RM10-23.
Filed By,"East Kentucky Power Cooperative, Inc.",10/03/2012,0,20121003-5065 Go to Doc InfoGo to File List,"Motion of East Kentucky Power Cooperative, Inc. for Extension of Time to Comply with Order No. 1000 under RM10-23."
Issued By,"SECRETARY OF THE COMMISSION, FERC",10/03/2012,0,20121003-3037 Go to Doc InfoGo to File List,Notice shortening answer period re Transmission Planning and Cost Allocation by Transmission Owning And Operating Public Utilities under RM10-23.
Filed By,Massachusetts Department of Public Utilities,10/04/2012,0,20121004-5032 Go to Doc InfoGo to File List,Massachusetts Dept. of Public Utilities Withdrawal of Counsel and Request to Update Service List in Docket Nos. EL11-9 et al.
Filed By,MATL LLP,10/05/2012,0,20121005-5217 Go to Doc InfoGo to File List,Request of MATL LLP for an Extension of Time and for an Expedited Ruling under RM10-23.
Filed By,"PJM Interconnection, L.L.C.",10/05/2012,0,20121005-5087 Go to Doc InfoGo to File List,"Motion of PJM Interconnection, L.L.C. For Brief Extension of Time To Submit Compliance Filing And For Shortened Answering Period And Expedited Commission Action under RM10-23."
Issued By,"SECRETARY OF THE COMMISSION, FERC",10/05/2012,0,20121005-3030 Go to Doc InfoGo to File List,Notice shortening answer period re Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.
Issued By,"SECRETARY OF THE COMMISSION, FERC",10/09/2012,0,20121009-3016 Go to Doc InfoGo to File List,Notice shortening answer period re Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.
Issued By,"SECRETARY OF THE COMMISSION, FERC",10/10/2012,0,20121010-3027 Go to Doc InfoGo to File List,Notice of extension of time re New England Transmission Owners et al under RM10-23.
Issued By,"SECRETARY OF THE COMMISSION, FERC",10/11/2012,0,20121011-3000 Go to Doc InfoGo to File List,"Notice of extension of time re the Midwest Independent Transmission System Operator, Inc under RM10-23."
Issued By,"SECRETARY OF THE COMMISSION, FERC",10/12/2012,0,20121012-3052 Go to Doc InfoGo to File List,Letter order accepting East Kentucky Power Cooperative's 10/3/12 filing of a motion requesting an extension of time to submit a filing to comply with the requirements of Order Nos. 1000 and 1000-A under RM10-23. Commissioner Clark is not participating.
Issued By,"SECRETARY OF THE COMMISSION, FERC",10/15/2012,0,20121015-3008 Go to Doc InfoGo to File List,Notice of extension of time re MATL LLP under RM10-23.
Filed By,"LS Power Transmission, LLC LSP Transmission Holdings, LLC",10/15/2012,0,20121015-5091 Go to Doc InfoGo to File List,"Motion of LS Power Transmission, LLC, et. al. under RM10-23, et al."
Issued By,"SECRETARY OF THE COMMISSION, FERC",10/15/2012,0,20121015-3009 Go to Doc InfoGo to File List,"Notice of extension of time re PJM Interconnection, L.L.C under RM10-23."
Filed By,American Wind Energy Association,10/17/2012,0,20121017-5111 Go to Doc InfoGo to File List,"Motion of American Wind Energy Association under RM10-23, et al."
Filed By,"LS Power Transmission, LLC LSP Transmission Holdings, LLC",10/18/2012,0,20121018-5098 Go to Doc InfoGo to File List,"LS Power Transmission, LLC, et. al. submits request for partial withdrawal of request of Motion for Extension of Time under RM10-23, et. al."
Issued By,"SECRETARY OF THE COMMISSION, FERC COMMISSIONERS & IMMEDIATE STAFF (THE COMMISSION)",10/18/2012,2,20121018-3035 Go to Doc InfoGo to File List,Order on rehearing and clarification re Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23. Commissioner LaFleur dissenting in part with statement attached
Filed By,Pattern Transmission LP,10/22/2012,0,20121022-5060 Go to Doc InfoGo to File List,"Answer of Pattern Transmission LP to Motions for Extension of Time under RM10-23, et al."
Filed By,Individual No Affiliation,10/24/2012,0,20121024-5125 Go to Doc InfoGo to File List,"Motion of the Colorado Public Utilities Commission to Extend the Period for Filing Comments under RM10-23, et. al.."
Filed By,Individual No Affiliation,10/24/2012,0,20121024-5073 Go to Doc InfoGo to File List,"Motion of the Colorado Public Utilities Commission to Extend the Period for Filing Comments under RM10-23, et. al."
Filed By,Public Interest Organizations,10/24/2012,0,20121024-5147 Go to Doc InfoGo to File List,"The Public Interest Organizations submit Motion to extend intervention and comment periods in transmission provider compliance dockets under RM10-23, et. al.."
Filed By,ISO/RTO Council (IRC),10/24/2012,0,20121024-5103 Go to Doc InfoGo to File List,"ISO/RTO Council Motion for Extension of Time to Submit Answers to Comments under RM10-23, et. al.."
Filed By,Duquesne Light Company,10/25/2012,0,20121025-5025 Go to Doc InfoGo to File List,Notice of Substitutions of Counsel for Duquesne Light Company under RM10-23.
Filed By,New England Transmission Owners,11/01/2012,0,20121101-5154 Go to Doc InfoGo to File List,"Answer of New England Transmission Owners to Motions for Extension of Time under RM10-23, et al."
Filed By,"Southern Company Service, Inc. Ohio Valley Electric Corporation Louisville Gas and Electric Co./ Kentucky Utilities Co. ,",11/02/2012,0,20121102-5220 Go to Doc InfoGo to File List,"Louisville Gas and Electric Company, Kentucky Utilities Company, Ohio Valley Electric Corporation, and agent Southern Company Services, Inc. submit their status report under RM10-23."
Filed By,"Midwest Independent Transmission System Operator, Inc.",11/08/2012,0,20121108-5157 Go to Doc InfoGo to File List,"Request to Update Information of Midwest Independent Transmission System Operator, Inc. under AD11-6-000, et al."
Filed By,"Sunflower Electric Power Corporation Mid-Kansas Electric Company, LLC",11/09/2012,0,20121109-5219 Go to Doc InfoGo to File List,(doc-less) Motion to Intervene of Sunflower Electric Power Corporation and Mid-Kansas Electric Company LLC under RM10-23.
Filed By,"MIDWEST ISO TRANSMISSION OWNERS WRIGHT & TALISMAN, P.C.",11/14/2012,0,20121116-0013 Go to Doc InfoGo to File List,Petition for review of the Midwest ISO Transmission Owners under RM10-23.
Filed By,"MIDWEST ISO TRANSMISSION OWNERS WRIGHT & TALISMAN, P.C.",11/14/2012,1,20121116-0013 Go to Doc InfoGo to File List,Petition for review of the Midwest ISO Transmission Owners under RM10-23.
Filed By,"MIDWEST ISO TRANSMISSION OWNERS WRIGHT & TALISMAN, P.C.",11/14/2012,2,20121116-0013 Go to Doc InfoGo to File List,Petition for review of the Midwest ISO Transmission Owners under RM10-23.
Filed By,Montana Public Service Commission,11/26/2012,0,20121126-5116 Go to Doc InfoGo to File List,"Comment of Montana Public Service Commission under RM10-23, et. al.."
Filed By,Colorado Public Utilities Commission,11/26/2012,0,20121126-5266 Go to Doc InfoGo to File List,"Commens of Colorado Public Utilities Commission under RM10-23, et al."
Filed By,Public Utilities Commission of Nevada,11/26/2012,0,20121126-5277 Go to Doc InfoGo to File List,"Intervention and Comments of Public Utilities Commission of Nevada under RM10-23, et. al.."
Filed By,New Mexico Public Regulation Commission,11/27/2012,0,20121127-5013 Go to Doc InfoGo to File List,"Comment of the New Mexico Public Regulation Commission under RM10-23, et al."
Filed By,"Massachusetts Municipal Wholesale Electric Company New Hampshire Electric Cooperative, Inc.",12/10/2012,0,20121210-5213 Go to Doc InfoGo to File List,"Protest and Motion to Intervene of Massachusetts Municipal Wholesale Electric Company and New Hampshire Electric Cooperative, Inc. under RM10-23, et. al.."
Filed By,Oklahoma Gas and Electric Company,12/17/2012,0,20121217-5238 Go to Doc InfoGo to File List,Petition for Review of Oklahoma Gas and Electric Company under RM10-23.
Filed By,Oklahoma Gas and Electric Company,12/17/2012,1,20121217-5238 Go to Doc InfoGo to File List,Petition for Review of Oklahoma Gas and Electric Company under RM10-23.
Filed By,Oklahoma Gas and Electric Company,12/17/2012,2,20121217-5238 Go to Doc InfoGo to File List,Petition for Review of Oklahoma Gas and Electric Company under RM10-23.
Filed By,OKLAHOMA GAS AND ELECTRIC COMPANY,12/21/2012,0,20121227-0002 Go to Doc InfoGo to File List,Oklahoma Gas and Electric Company submits the Petition for Review under RM10-23.
Filed By,"East Kentucky Power Cooperative, Inc.",12/27/2012,0,20121227-5029 Go to Doc InfoGo to File List,"East Kentucky Power Cooperative, Inc. submits Status Report to the Commission under RM10-23."
Filed By,The Kansas Corporation Commission,01/03/2013,0,20130103-5051 Go to Doc InfoGo to File List,Notice of Substitution Of Counsel For The Kansas Corporation Commission under Docket Nos. RM10-23; et al
Filed By,The Kansas Corporation Commission,01/03/2013,1,20130103-5051 Go to Doc InfoGo to File List,Notice of Substitution Of Counsel For The Kansas Corporation Commission under Docket Nos. RM10-23; et al
Filed By,The Kansas Corporation Commission,01/03/2013,2,20130103-5051 Go to Doc InfoGo to File List,Notice of Substitution Of Counsel For The Kansas Corporation Commission under Docket Nos. RM10-23; et al
Filed By,The Kansas Corporation Commission,01/03/2013,3,20130103-5051 Go to Doc InfoGo to File List,Notice of Substitution Of Counsel For The Kansas Corporation Commission under Docket Nos. RM10-23; et al
Filed By,The Kansas Corporation Commission,01/03/2013,4,20130103-5051 Go to Doc InfoGo to File List,Notice of Substitution Of Counsel For The Kansas Corporation Commission under Docket Nos. RM10-23; et al
Filed By,"Louisville Gas and Electric Co./ Kentucky Utilities Co. Ohio Valley Electric Corporation Southern Company Services, Inc. ,",01/08/2013,0,20130108-5152 Go to Doc InfoGo to File List,"Status Report of Louisville Gas and Electric Company, Kentucky Utilities Company, Ohio Valley Electric Corporation, and Southern Companies under RM10-23."
Filed By,INDIVIDUAL,01/22/2013,0,20130124-0010 Go to Doc InfoGo to File List,NON-DECISIONAL - Comments of Patrick Cullen under RM10-23.
Filed By,"Southwest Power Pool, Inc. Midwest Independent Transmission System Operator, Inc.",01/24/2013,0,20130124-5154 Go to Doc InfoGo to File List,"Motion for Extension of Time of Southwest Power Pool, Inc. and Midwest Independent Transmission System Operator, Inc. under RM10-23."
Filed By,"American Transmission Company LLC Duke-American Transmission Company, LLC",02/01/2013,0,20130201-5112 Go to Doc InfoGo to File List,"Request to Update Official Services Lists of American Transmission Company LLC, and Duke American Transmission Company, LLC under ER13-367, et. al.."
Filed By,"Louisville Gas and Electric Co./ Kentucky Utilities Co. Ohio Valley Electric Corporation Southern Company Services, Inc. , Duke Energy Corporation , South Carolina Electric & Gas Company , Midwest Independent Transmission System Operator, Inc. , Southwest Power Pool, Inc. ,",02/20/2013,0,20130220-5142 Go to Doc InfoGo to File List,"Joint Motion For Extensions of Time and Request for Expedited Treatment of Louisville Gas and Electric Co./ Kentucky Utilities Co., et. al. under RM10-23."
Issued By,"SECRETARY OF THE COMMISSION, FERC",02/26/2013,0,20130226-3017 Go to Doc InfoGo to File List,Notice granting an extension of time to submit interregional compliance filings re the Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.
Filed By,"Alabama Municipal Electric Authority Arkansas Electric Cooperative Corporation Patriots Energy Group , Holy Cross Electric Association, Inc. , Grand Valley Rural Power Lines, Inc. , Yampa Valley Electric Association, Inc. , Golden Spread Electric Cooperative, Inc. , National Rural Electric Cooperative Assn. , North Carolina Electric Membership Corporation , Golden State Water Company , FLORIDA KEYS ELECTRIC COOPERATIVE ASSOC. ,",03/08/2013,0,20130308-5159 Go to Doc InfoGo to File List,"Request To Update Service List, Docket Nos. under AC11-99, et. al.."
Filed By,"Alabama Municipal Electric Authority Arkansas Electric Cooperative Corporation Patriots Energy Group , Holy Cross Electric Association, Inc. , Grand Valley Rural Power Lines, Inc. , Yampa Valley Electric Association, Inc. , Golden Spread Electric Cooperative, Inc. , National Rural Electric Cooperative Assn. , North Carolina Electric Membership Corporation , Golden State Water Company , FLORIDA KEYS ELECTRIC COOPERATIVE ASSOC. ,",03/08/2013,1,20130308-5159 Go to Doc InfoGo to File List,"Request To Update Service List, Docket Nos. under AC11-99, et. al.."
Filed By,"Alabama Municipal Electric Authority Arkansas Electric Cooperative Corporation Patriots Energy Group , Holy Cross Electric Association, Inc. , Grand Valley Rural Power Lines, Inc. , Yampa Valley Electric Association, Inc. , Golden Spread Electric Cooperative, Inc. , National Rural Electric Cooperative Assn. , North Carolina Electric Membership Corporation , Golden State Water Company , FLORIDA KEYS ELECTRIC COOPERATIVE ASSOC. ,",03/08/2013,3,20130308-5159 Go to Doc InfoGo to File List,"Request To Update Service List, Docket Nos. under AC11-99, et. al.."
Filed By,"Alabama Municipal Electric Authority Arkansas Electric Cooperative Corporation Patriots Energy Group , Holy Cross Electric Association, Inc. , Grand Valley Rural Power Lines, Inc. , Yampa Valley Electric Association, Inc. , Golden Spread Electric Cooperative, Inc. , National Rural Electric Cooperative Assn. , North Carolina Electric Membership Corporation , Golden State Water Company , FLORIDA KEYS ELECTRIC COOPERATIVE ASSOC. ,",03/08/2013,2,20130308-5159 Go to Doc InfoGo to File List,"Request To Update Service List, Docket Nos. under AC11-99, et. al.."
Filed By,"Alabama Municipal Electric Authority Arkansas Electric Cooperative Corporation Patriots Energy Group , Holy Cross Electric Association, Inc. , Grand Valley Rural Power Lines, Inc. , Yampa Valley Electric Association, Inc. , Golden Spread Electric Cooperative, Inc. , National Rural Electric Cooperative Assn. , North Carolina Electric Membership Corporation , Golden State Water Company , FLORIDA KEYS ELECTRIC COOPERATIVE ASSOC. ,",03/08/2013,4,20130308-5159 Go to Doc InfoGo to File List,"Request To Update Service List, Docket Nos. under AC11-99, et. al.."
Filed By,"US COURT OF APPEALS, DISTRICT OF COLUMBIA CIRCUIT",05/24/2013,0,20130524-0004 Go to Doc InfoGo to File List,Certified Index to the record re South Carolina Public Service Authority v FERC under RM10-23.
Filed By,NorthWestern Corporation,06/12/2013,0,20130612-5133 Go to Doc InfoGo to File List,Northwestern Corporation submits Request for Extension of Time to submit Order No. 1000 interregional planning and cost allocation compliance filing under RM10-23.
Filed By,"Midcontinent Independent System Operator, Inc. and Southwest",06/13/2013,0,20130613-5073 Go to Doc InfoGo to File List,"Joint Motion for Extension of Time and Expedited Commission Action of Midcontinent Independent System Operator, Inc. and Southwest Power Pool, Inc. under RM10-23."
Filed By,"Terra-Gen Dixie Valley, LLC",06/14/2013,0,20130614-5170 Go to Doc InfoGo to File List,Request for Waiver from requirement to file tariff amendments implementing interregional planning and cost allocation requirements
Filed By,Basin Electric Power Cooperative,06/18/2013,0,20130618-5151 Go to Doc InfoGo to File List,Answer to Pleading/Motion of Basin Electric Power Cooperative under RM10-23.
Filed By,Smoky Mountain Transmission LLC,06/25/2013,0,20130625-5047 Go to Doc InfoGo to File List,Smoky Mountain Transmission LLC submits Request for Extension of Time to submit Order No. 1000 interregional planning and cost allocation compliance filing under RM10-23.
Issued By,"SECRETARY OF THE COMMISSION, FERC",07/05/2013,0,20130705-3024 Go to Doc InfoGo to File List,"Notice of Extension of Time re Terra-Gen Dixie Valley, LLC under RM10-23."
Issued By,"SECRETARY OF THE COMMISSION, FERC",07/08/2013,0,20130708-3005 Go to Doc InfoGo to File List,Notice of Extension of Time re Smoky Mountain Transmission LLC under RM10-23.
Issued By,"SECRETARY OF THE COMMISSION, FERC",07/08/2013,0,20130708-3033 Go to Doc InfoGo to File List,Notice granting an extension of time to submit interregional compliance filings re Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.
Filed By,WIRES,07/31/2013,0,20130731-5210 Go to Doc InfoGo to File List,A WIRES Report on The Benefits of Electric Transmission: Identifying and Analyzing the Value of Investments under RM10-23.
Filed By,WIRES,07/31/2013,1,20130731-5210 Go to Doc InfoGo to File List,A WIRES Report on The Benefits of Electric Transmission: Identifying and Analyzing the Value of Investments under RM10-23.
Filed By,WIRES,07/31/2013,2,20130731-5210 Go to Doc InfoGo to File List,A WIRES Report on The Benefits of Electric Transmission: Identifying and Analyzing the Value of Investments under RM10-23.
Filed By,MATL LLP,08/06/2013,0,20130806-5176 Go to Doc InfoGo to File List,Request for Extension of Time to Submit Interregional Compliance Filing and Request for Expedited Treatment of MATL LLP under RM10-23
Filed By,Husch Blackwell LLP,08/07/2013,0,20130807-5214 Go to Doc InfoGo to File List,Request to Update Address and Phone Number of N. Beth Emery in Various Dockets
Filed By,Husch Blackwell LLP,08/07/2013,1,20130807-5214 Go to Doc InfoGo to File List,Request to Update Address and Phone Number of N. Beth Emery in Various Dockets
Filed By,Husch Blackwell LLP,08/07/2013,2,20130807-5214 Go to Doc InfoGo to File List,Request to Update Address and Phone Number of N. Beth Emery in Various Dockets
Filed By,Husch Blackwell LLP,08/07/2013,3,20130807-5214 Go to Doc InfoGo to File List,Request to Update Address and Phone Number of N. Beth Emery in Various Dockets
Filed By,Husch Blackwell LLP,08/07/2013,4,20130807-5214 Go to Doc InfoGo to File List,Request to Update Address and Phone Number of N. Beth Emery in Various Dockets
Filed By,HUSCH BLACKWELL LLP,08/12/2013,0,20130812-0014 Go to Doc InfoGo to File List,N. Beth Emery submits new contact information for their projects under EC12-145 et al.
Filed By,Public Utilities Commission of Nevada,08/13/2013,0,20130813-5163 Go to Doc InfoGo to File List,"Public Utilities Commission of Nevada's Request to Update Information under EC13-96, et. al."
Issued By,"SECRETARY OF THE COMMISSION, FERC",08/15/2013,0,20130815-3025 Go to Doc InfoGo to File List,Notice of extension of time re Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.
Filed By,MATL LLP,08/26/2013,0,20130826-5141 Go to Doc InfoGo to File List,"Comments of MATL LLP in support of the August 21, 2013 Joint Motion for Extension of Time filed by Avista Corporation and Puget Sound Energy, Inc.under ER13-93, et. al."
Issued By,"SECRETARY OF THE COMMISSION, FERC",09/05/2013,0,20130905-3027 Go to Doc InfoGo to File List,Notice Denying Extension of Time re Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.
Filed By,Public Utilities Commission of Nevada,10/18/2013,0,20131018-5005 Go to Doc InfoGo to File List,"Answer to Pleading/Motion of Public Utilities Commission of Nevada under RM10-23, et. al."
Filed By,Public Utilities Commission of Nevada,10/18/2013,0,20131018-5065 Go to Doc InfoGo to File List,"Resumitted Response of Public Utilities Commission of Nevada under RM10-23-000, et. al. to NRDC Motion (to include omitted page)."
Filed By,Public Utilities Commission of Nevada,10/21/2013,0,20131021-5129 Go to Doc InfoGo to File List,"Joint Comments of Colorado Public Utilities Commission and Public Utilities Commission of Nevada under RM10-23., et. al.."
Filed By,Public Utilities Commission of Nevada Colorado Public Utilities Commission,11/20/2013,0,20131120-5089 Go to Doc InfoGo to File List,Motion to Answer and Answer of Colorado Public Utilities Commission and Public Utilities Commission of Nevada under ER13-75.et. al..
Filed By,Public Utilities Commission of Nevada Colorado Public Utilities Commission,11/20/2013,0,20131120-5085 Go to Doc InfoGo to File List,"Joint Supplemental Comments of Public Utilities Commission of Nevada and Public Utilities Commission of Colorado under ER13-75., et. al.."
Filed By,Maine Public Utilities Commission,05/09/2014,0,20140509-5170 Go to Doc InfoGo to File List,Maine Public Utilities Commission Notice of Withdrawal of Counsel in RM10-23.
Filed By,Maine Public Utilities Commission,05/09/2014,1,20140509-5170 Go to Doc InfoGo to File List,Maine Public Utilities Commission Notice of Withdrawal of Counsel in RM10-23.
Filed By,Maine Public Utilities Commission,05/09/2014,2,20140509-5170 Go to Doc InfoGo to File List,Maine Public Utilities Commission Notice of Withdrawal of Counsel in RM10-23.
Filed By,Maine Public Utilities Commission,05/09/2014,3,20140509-5170 Go to Doc InfoGo to File List,Maine Public Utilities Commission Notice of Withdrawal of Counsel in RM10-23.
Filed By,Maine Public Utilities Commission,05/09/2014,4,20140509-5170 Go to Doc InfoGo to File List,Maine Public Utilities Commission Notice of Withdrawal of Counsel in RM10-23.
Filed By,"FirstEnergy Service Company Ohio Edison Company The Cleveland Electric Illuminating Company , The Toledo Edison Company , Pennsylvania Power Company , American Transmission Systems, Incorporated , West Penn Power Company , Trans-Allegheny Interstate Line Company , Allegheny Energy Supply Company, LLC , Jersey Central Power & Light Company , Metropolitan Edison Company , Pennsylvania Electric Company , FirstEnergy Solutions Corp. , Monongahela Power Company , The Potomac Edison Company ,",05/15/2014,0,20140515-5017 Go to Doc InfoGo to File List,"Request to Update Information of FirstEnergy Service Company, et. al. under RM10-23."
Filed By,PSEG Services Corporation,05/21/2014,0,20140521-5112 Go to Doc InfoGo to File List,Request to Update Information of PSEG Services Corporation under RM10-23.
Filed By,Public Utilities Commission of Nevada,05/23/2014,0,20140523-5030 Go to Doc InfoGo to File List,Notice of Substitution of Counsel for the Public Utilities Commission of Nevada under RM10-23.
Filed By,"FirstEnergy Service Company Ohio Edison Company The Cleveland Electric Illuminating Company , The Toledo Edison Company , Pennsylvania Power Company , American Transmission Systems, Incorporated , Trans-Allegheny Interstate Line Company , West Penn Power Company , Allegheny Energy Supply Company, LLC , Jersey Central Power & Light Company , Metropolitan Edison Company , Monongahela Power Company , Pennsylvania Electric Company , FirstEnergy Solutions Corp. , The Potomac Edison Company ,",06/12/2014,0,20140612-5041 Go to Doc InfoGo to File List,"Request to Update Information of FirstEnergy Service Company, et. al. under RM10-23."
Filed By,Arkansas Public Service Commission,06/16/2014,0,20140616-5116 Go to Doc InfoGo to File List,"Request Update of Service Lists of Arkansas Public Service Commission under ER89-672., et. al.."
Filed By,"Sunflower Electric Power Corporation Mid-Kansas Electric Company, LLC",10/21/2014,0,20141021-5148 Go to Doc InfoGo to File List,"Notice of Substitution of Counsel and Request to Update Service Lists of Sunflower Electric Power Corporation and Mid-Kansas Electric Company, LLC in Docket Nos. EC12-145, et. al."
Filed By,Kansas State Corporation Commission KANSAS CORPORATION COMMISSION,10/27/2014,0,20141027-5046 Go to Doc InfoGo to File List,"Motion to Intervene of Richard A. Drom under ER14-2882, et. al."
Filed By,Kansas State Corporation Commission KANSAS CORPORATION COMMISSION,10/27/2014,1,20141027-5046 Go to Doc InfoGo to File List,"Motion to Intervene of Richard A. Drom under ER14-2882, et. al."
Filed By,Kansas State Corporation Commission KANSAS CORPORATION COMMISSION,10/27/2014,2,20141027-5046 Go to Doc InfoGo to File List,"Motion to Intervene of Richard A. Drom under ER14-2882, et. al."
Filed By,Kansas State Corporation Commission KANSAS CORPORATION COMMISSION,10/27/2014,3,20141027-5046 Go to Doc InfoGo to File List,"Motion to Intervene of Richard A. Drom under ER14-2882, et. al."
Filed By,Kansas State Corporation Commission KANSAS CORPORATION COMMISSION,10/27/2014,4,20141027-5046 Go to Doc InfoGo to File List,"Motion to Intervene of Richard A. Drom under ER14-2882, et. al."
Filed By,"Midcontinent Independent System Operator, Inc.",11/20/2014,0,20141120-5208 Go to Doc InfoGo to File List,"Withdrawal from listed matters of Rick Drom for Midcontinent Independent System Operator, Inc. and Kansas Corporation Commission under AD07-7, et. al.."
Filed By,Public Utilities Commission of Nevada,03/31/2015,0,20150331-5376 Go to Doc InfoGo to File List,Request to Update Information of Public Utilities Commission of Nevada under RM10-23.
Filed By,Schiff Hardin LLP,08/31/2015,0,20150831-5331 Go to Doc InfoGo to File List,"Request to Amend Service Lists of Schiff Hardin LLP under AD09-8, et. al.."
Filed By,Massachusetts Attorney General,10/16/2015,0,20151016-5398 Go to Doc InfoGo to File List,"Request to Update Information of Massachusetts Attorney General under RM10-23, et. al.."
Filed By,Massachusetts Attorney General,10/16/2015,1,20151016-5398 Go to Doc InfoGo to File List,"Request to Update Information of Massachusetts Attorney General under RM10-23, et. al.."
Filed By,Massachusetts Attorney General,10/16/2015,2,20151016-5398 Go to Doc InfoGo to File List,"Request to Update Information of Massachusetts Attorney General under RM10-23, et. al.."
Filed By,Massachusetts Attorney General,10/16/2015,3,20151016-5398 Go to Doc InfoGo to File List,"Request to Update Information of Massachusetts Attorney General under RM10-23, et. al.."
Filed By,Massachusetts Attorney General,10/16/2015,4,20151016-5398 Go to Doc InfoGo to File List,"Request to Update Information of Massachusetts Attorney General under RM10-23, et. al.."
Filed By,Public Service Electric and Gas Company,10/30/2015,0,20151030-5347 Go to Doc InfoGo to File List,"Request to Update Information of Public Service Electric and Gas Company under TX14-1, et. al.."
Filed By,Public Service Commission of Wisconsin,06/28/2016,0,20160628-5139 Go to Doc InfoGo to File List,Request to Update Information of Public Service Commission of Wisconsin under RM10-23.
Filed By,Salt River Project Agricultural Improvement & Power District,01/19/2017,0,20170119-5036 Go to Doc InfoGo to File List,"Notice of Substitution of Counsel and Request to Amend the Service List of Salt River Project Agricultural Improvement & Power District under EC13-33, et., al."
Filed By,Public Service Commission of Wisconsin,07/01/2019,0,20190701-5257 Go to Doc InfoGo to File List,"Request to Update Information of Public Service Commission of Wisconsin under RM16-23, et. al.."
Filed By,American Transmission Company LLC,03/10/2020,0,20200310-5109 Go to Doc InfoGo to File List,"Request to Update Information of American Transmission Company LLC under RM07-19, et al"
