Category,Organization,Filed,Sub-Docket,Accession,Description
Filed By,New York State Energy Research & Dev. Authority,05/31/2024,0,20240531-5444 Go to Doc InfoGo to File List,"New York State Energy Research and Development Authority submits request to update service list under EL16-92, et al."
Filed By,Cube Yadkin Transmission LLC,05/31/2024,0,20240531-5448 Go to Doc InfoGo to File List,"Motion of Cube Yadkin Transmission LLC for Limited Extension of Time to Make Compliance Filing, Request for Shortened Comment Period and Expedited Consideration under RM22-14, et. al."
Filed By,Cube Yadkin Transmission LLC,05/31/2024,1,20240531-5448 Go to Doc InfoGo to File List,"Motion of Cube Yadkin Transmission LLC for Limited Extension of Time to Make Compliance Filing, Request for Shortened Comment Period and Expedited Consideration under RM22-14, et. al."
Issued By,"SECRETARY OF THE COMMISSION, FERC",06/12/2024,0,20240612-3059 Go to Doc InfoGo to File List,Notice Granting Extension of Time re Cube Yadkin Transmission LLC under RM22-14.
Filed By,National Association of Regulatory Utility Commissioners,06/28/2024,0,20240628-5338 Go to Doc InfoGo to File List,National Association of Regulatory Utility Commissioners submits request to update information under RM22-14.
Filed By,Pacific Gas and Electric Company,07/18/2024,0,20240718-5190 Go to Doc InfoGo to File List,Pacific Gas and Electric Company submits Motion for a Limited Extension of Time until 09/13/2024 to submit compliance filing under RM22-14.
Issued By,"SECRETARY OF THE COMMISSION, FERC",08/05/2024,0,20240805-3079 Go to Doc InfoGo to File List,Notice Granting Extension of Time re Improvements to Generator Interconnection Procedures and Agreements under RM22-14.
Issued By,"SECRETARY OF THE COMMISSION, FERC COMMISSIONERS AND IMMEDIATE STAFF (THE COMMISSION)",08/20/2024,0,20240820-3075 Go to Doc InfoGo to File List,Errata to the 03/21/2024 Commission issued order on rehearing and clarification of Order No. 2023 in RM22-14-001; correcting Appendix C etc. re Improvements to Generator Interconnection Procedures and Agreements under RM22-14. For order see 20230728-3060.
Issued By,"SECRETARY OF THE COMMISSION, FERC COMMISSIONERS AND IMMEDIATE STAFF (THE COMMISSION)",08/20/2024,1,20240820-3075 Go to Doc InfoGo to File List,Errata to the 03/21/2024 Commission issued order on rehearing and clarification of Order No. 2023 in RM22-14-001; correcting Appendix C etc. re Improvements to Generator Interconnection Procedures and Agreements under RM22-14. For order see 20230728-3060.
Filed By,PacifiCorp,09/27/2024,0,20240927-5178 Go to Doc InfoGo to File List,"PacifiCorp submits request to update service list under EC23-111, et al. Erroneously Filed."
Filed By,PacifiCorp,09/27/2024,0,20240927-5265 Go to Doc InfoGo to File List,"PacifiCorp submits request to update service list under EC23-111, et al."
Filed By,"Midcontinent Independent System Operator, Inc.",10/30/2024,1,20241030-5064 Go to Doc InfoGo to File List,"Midcontinent Independent System Operator, Inc. submits request to update service list under RM22-14 et al."
Filed By,"Midcontinent Independent System Operator, Inc.",10/30/2024,0,20241030-5064 Go to Doc InfoGo to File List,"Midcontinent Independent System Operator, Inc. submits request to update service list under RM22-14 et al."
Filed By,Avista Corporation,12/13/2024,0,20241213-5241 Go to Doc InfoGo to File List,"Avista Corporation submits request to update service list under ER23-778, et al."
Filed By,Spiegel & McDiarmid LLP,12/23/2024,0,20241223-5452 Go to Doc InfoGo to File List,"Spiegel & McDiarmid LLP submits request to update service list under ER19-1164, et al. Part 2 of 3."
Filed By,Individual No Affiliation,01/07/2025,0,20250107-5060 Go to Doc InfoGo to File List,"Robert C. Cain II d/b/a National Association of Regulatory Utility Commissioners submits request to update service list under QF13-402, et al."
Filed By,US SENATOR,02/28/2025,0,20250228-4001 Go to Doc InfoGo to File List,Comments of U.S. Senator Sheldon Whitehouse et al. urging the Commission to render a decision on the Order 2023 Interconnection Rule re Independent System Operator-New England's et al. compliance filings under RM22-14 et al.
Issued By,CHAIR AND IMMEDIATE STAFF (FERC),04/02/2025,0,20250402-4003 Go to Doc InfoGo to File List,Chairman Mark Christie's response to United States Senate Sheldon Whitehouse's et al. 02/21/2025 letter re ISO New England Inc.'s et al. compliance requirements of Order Nos. 2023 and 2023-A under ER24-2007 et al.
Filed By,SECRETARY OF THE COMMISSION - FERC FEDERAL ENERGY REGULATORY COMMISSION,04/14/2025,0,20250414-4001 Go to Doc InfoGo to File List,"Certified Index to the Record filed in the United States Court of Appeals for the District of Columbia Circuit re Advanced Energy United, et al. v. FERC under RM22-14 (Case No. 23-1282 et al.)."
Filed By,Invenergy LLC,05/16/2025,0,20250516-5178 Go to Doc InfoGo to File List,"Invenergy LLC submits request to update service list under RM22-14, et al. Part 1 of 4."
